PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Shen, S.; Liu, F.; Chen, J.; Turner, I.; Anh, V.				Turner, Ian/I-9653-2012; Anh, Vo V/I-9590-2012; Liu, Fawang/G-3456-2010	Anh, Vo V/0000-0003-2463-2099; Liu, Fawang/0000-0003-1034-2349; Turner, Ian/0000-0003-2794-3968			Numerical techniques for the variable order time fractional diffusion equation								APPLIED MATHEMATICS AND COMPUTATION				218	22			10861	10870		10.1016/j.amc.2012.04.047				JUL 15 2012	2012										89	0	0	0	0	0	89			0096-3003	1873-5649		WOS:000305800700008		
J	Eab, Chai Hok; Lim, S. C.								Accelerating and retarding anomalous diffusion								JOURNAL OF PHYSICS A-MATHEMATICAL AND THEORETICAL				45	14					145001	10.1088/1751-8113/45/14/145001				APR 13 2012	2012										12	0	0	0	0	0	12			1751-8113	1751-8121		WOS:000302134000002		
J	Sun, Hongguang; Chen, Wen; Li, Changpin; Chen, Yangquan				Sun, HongGuang/A-9385-2010; Li, Changpin/G-6414-2011; Chen, YangQuan/A-2301-2008; Chen, Wen/A-7797-2008; Heisenberg, X/K-9096-2015	Sun, HongGuang/0000-0002-5517-5057; Chen, YangQuan/0000-0002-7422-5988; Chen, Wen/0000-0001-5678-4949; 			FINITE DIFFERENCE SCHEMES FOR VARIABLE-ORDER TIME FRACTIONAL DIFFUSION EQUATION								INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS				22	4					1250085	10.1142/S021812741250085X				APR 2012	2012										83	6	0	0	3	0	85			0218-1274	1793-6551		WOS:000304248700020		
J	Razminia, Abolhassan; Dizaji, Ahmad Feyz; Majd, Vahid Johari				Razminia, Abolhassan/G-5920-2018	Razminia, Abolhassan/0000-0001-5139-4255			Solution existence for non-autonomous variable-order fractional differential equations								MATHEMATICAL AND COMPUTER MODELLING				55	3-4			1106	1117		10.1016/j.mcm.2011.09.034				FEB 2012	2012										40	2	0	0	0	0	42			0895-7177	1872-9479		WOS:000298660000073		
B	Li, Yan; Chen, YangQuan			ASME	Chen, YangQuan/A-2301-2008	Chen, YangQuan/0000-0002-7422-5988			THEORY AND IMPLEMENTATION OF DISTRIBUTED-ORDER ELEMENT NETWORKS								PROCEEDINGS OF THE ASME INTERNATIONAL DESIGN ENGINEERING TECHNICAL CONFERENCES AND COMPUTERS AND INFORMATION IN ENGINEERING CONFERENCE, 2011, VOL 3, PTS A AND B								361	367						2012	2012						ASME International Design Engineering Technical Conferences / Computers and Information in Engineering Conference (IDETC/CIE)ASME International Design Engineering Technical Conferences / Computers and Information in Engineering Conference (IDETC/CIE)	AUG 28-31, 2011AUG 28-31, 2011	Amer Soc Mech Engineers, Design Engn Div; Amer Soc Mech Engineers, Comp & Informat Engn DivAmer Soc Mech Engineers, Design Engn Div; Amer Soc Mech Engineers, Comp & Informat Engn Div	Washington, DCWashington, DC	1	0	0	0	0	0	1					978-0-7918-5479-2	WOS:000324221300046		
B	Sun, H. G.; Chen, W.; Sze, K. Y.			ASME					A NOVEL FINITE ELEMENT METHOD FOR A CLASS OF TIME FRACTIONAL DIFFUSION EQUATIONS								PROCEEDINGS OF THE ASME INTERNATIONAL DESIGN ENGINEERING TECHNICAL CONFERENCES AND COMPUTERS AND INFORMATION IN ENGINEERING CONFERENCE, 2011, VOL 3, PTS A AND B								369	376						2012	2012						ASME Internationl Design Engineering Technical Conferences / Computers and Information in Engineering Conference (IDETC/CIE)ASME Internationl Design Engineering Technical Conferences / Computers and Information in Engineering Conference (IDETC/CIE)	AUG 28-31, 2011AUG 28-31, 2011	Amer Soc Mech Engineers, Design Engn Div; Amer Soc Mech Engineers, Comp & Informat Engn DivAmer Soc Mech Engineers, Design Engn Div; Amer Soc Mech Engineers, Comp & Informat Engn Div	Washington, DCWashington, DC	0	0	0	0	0	0	0					978-0-7918-5479-2	WOS:000324221300047		
B	Dadras, Sara; Momeni, Hamid Reza			ASME					A NEW FRACTIONAL ORDER OBSERVER DESIGN FOR FRACTIONAL ORDER NONLINEAR SYSTEMS								PROCEEDINGS OF THE ASME INTERNATIONAL DESIGN ENGINEERING TECHNICAL CONFERENCES AND COMPUTERS AND INFORMATION IN ENGINEERING CONFERENCE, 2011, VOL 3, PTS A AND B								403	408						2012	2012						ASME International Design Engineering Technical Conferences / Computers and Information in Engineering Conference (IDETC/CIE)ASME International Design Engineering Technical Conferences / Computers and Information in Engineering Conference (IDETC/CIE)	AUG 28-31, 2011AUG 28-31, 2011	Amer Soc Mech Engineers, Design Engn Div; Amer Soc Mech Engineers, Comp & Informat Engn DivAmer Soc Mech Engineers, Design Engn Div; Amer Soc Mech Engineers, Comp & Informat Engn Div	Washington, DCWashington, DC	12	0	0	0	0	0	12					978-0-7918-5479-2	WOS:000324221300051		
J	Bulavatsky, V. M.; Krivonos, Yu G.								On One Geoinformation Fractional Differential Model of the Variable Order								JOURNAL OF AUTOMATION AND INFORMATION SCIENCES				44	6			1	7		10.1615/JAutomatInfScien.v44.i6.10				2012	2012										2	0	0	0	0	0	2			1064-2315			WOS:000310391600001		
J	Ma, Shichang; Xu, Yufeng; Yue, Wei								Numerical Solutions of a Variable-Order Fractional Financial System								JOURNAL OF APPLIED MATHEMATICS										417942	10.1155/2012/417942				2012	2012										19	0	0	0	2	0	19			1110-757X			WOS:000308763800001		
J	Xiong, X. T.; Wang, J. X.; Li, M.								An optimal method for fractional heat conduction problem backward in time								APPLICABLE ANALYSIS				91	4	SI		823	840		10.1080/00036811.2011.601455				2012	2012										16	0	0	0	0	0	16			0003-6811	1563-504X		WOS:000304274500012		
J	Sheng, Hu; Sun, Hongguang; Chen, YangQuan; Qiu, TianShuang				Sun, HongGuang/A-9385-2010; Chen, YangQuan/A-2301-2008	Sun, HongGuang/0000-0002-5517-5057; Chen, YangQuan/0000-0002-7422-5988			Synthesis of multifractional Gaussian noises based on variable-order fractional operators								SIGNAL PROCESSING				91	7			1645	1650		10.1016/j.sigpro.2011.01.010				JUL 2011	2011										47	1	0	0	0	0	47			0165-1684	1872-7557		WOS:000289015600011		
J	Tavazoei, Mohammad Saleh								Maximal Bound for Output Feedback Gain in Stabilization of Fixed Points of Fractional-Order Chaotic Systems								JOURNAL OF COMPUTATIONAL AND NONLINEAR DYNAMICS				6	3					031012	10.1115/1.4003137				JUL 2011	2011										4	0	0	0	0	0	4			1555-1423	1555-1415		WOS:000287929700012		
J	Li, Yan; Sheng, Hu; Chen, Yang Quan				Li, Yan/K-7292-2012; Chen, YangQuan/A-2301-2008	Chen, YangQuan/0000-0002-7422-5988			On distributed order integrator/differentiator								SIGNAL PROCESSING				91	5			1079	1084		10.1016/j.sigpro.2010.10.005				MAY 2011	2011										24	1	1	0	0	0	26			0165-1684	1872-7557		WOS:000287905700001		
J	Sheng, Hu; Li, Yan; Chen, YangQuan				Li, Yan/K-7292-2012; Chen, YangQuan/A-2301-2008	Chen, YangQuan/0000-0002-7422-5988			Application of numerical inverse Laplace transform algorithms in fractional calculus								JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS				348	2			315	330		10.1016/j.jfranklin.2010.11.009				MAR 2011	2011										69	2	0	0	0	2	71			0016-0032	1879-2693		WOS:000287424700011		
J	Valerio, Duarte; da Costa, Jose Sa				Valerio, Duarte/C-9339-2012; da Costa, Jose M G Sa/N-6961-2013	Valerio, Duarte/0000-0001-9388-4308; da Costa, Jose M G Sa/0000-0001-9773-9896			Variable-order fractional derivatives and their numerical approximations								SIGNAL PROCESSING				91	3	SI		470	483		10.1016/j.sigpro.2010.04.006				MAR 2011	2011										126	3	0	0	1	0	129			0165-1684	1872-7557		WOS:000288038800011		
J	Sheng, H.; Sun, H. G.; Coopmans, C.; Chen, Y. Q.; Bohannan, G. W.				Sun, HongGuang/A-9385-2010; Chen, YangQuan/A-2301-2008	Sun, HongGuang/0000-0002-5517-5057; Chen, YangQuan/0000-0002-7422-5988; Coopmans, Calvin/0000-0002-9421-3829			A Physical experimental study of variable-order fractional integrator and differentiator								EUROPEAN PHYSICAL JOURNAL-SPECIAL TOPICS				193	1			93	104		10.1140/epjst/e2011-01384-4				MAR 2011	2011										42	1	1	0	0	0	43			1951-6355	1951-6401		WOS:000289078000008		
J	Sun, H. G.; Chen, W.; Wei, H.; Chen, Y. Q.				Chen, Wen/A-7797-2008; Sun, HongGuang/A-9385-2010; Chen, YangQuan/A-2301-2008	Chen, Wen/0000-0001-5678-4949; Sun, HongGuang/0000-0002-5517-5057; Chen, YangQuan/0000-0002-7422-5988			A comparative study of constant-order and variable-order fractional models in characterizing memory property of systems								EUROPEAN PHYSICAL JOURNAL-SPECIAL TOPICS				193	1			185	192		10.1140/epjst/e2011-01390-6				MAR 2011	2011										154	1	1	0	8	0	156			1951-6355			WOS:000289078000014		
J	Sun, HongGuang; Chen, YangQuan; Chen, Wen				Sun, HongGuang/A-9385-2010; Heisenberg, X/K-9096-2015; Chen, Wen/A-7797-2008; Chen, YangQuan/A-2301-2008	Sun, HongGuang/0000-0002-5517-5057; Chen, Wen/0000-0001-5678-4949; Chen, YangQuan/0000-0002-7422-5988			Random-order fractional differential equation models								SIGNAL PROCESSING				91	3	SI		525	530		10.1016/j.sigpro.2010.01.027				MAR 2011	2011										45	2	0	0	1	0	47			0165-1684	1879-2677		WOS:000288038800017		
B	Tabatabaei, Mohammad; Haeri, Mohammad			IEEE	Haeri, Mohammad/Q-1391-2015	Haeri, Mohammad/0000-0001-8509-4525			CRA based control of fractional order systems subject to control signal constraint								2011 11TH INTERNATIONAL CONFERENCE ON CONTROL, AUTOMATION AND SYSTEMS (ICCAS)								268	272						2011	2011						11th International Conference on Control, Automation and Systems (ICCAS)/Robot World Conference11th International Conference on Control, Automation and Systems (ICCAS)/Robot World Conference	OCT 26-29, 2011OCT 26-29, 2011	Minist Knowledge Econ (MKE); KRC; SICE; IEEE; ACA; Korean Federat Sci & Technol Soc; Korea Natl Tourism Org; POSCO ICT; Samsung Heavy Ind Co Ltd; Hyundai Motor Co; Hyundai Heavy Ind Co Ltd; POSCO; Mando Corp; Hanwha Corp; Shinho Syst Co Ltd; LS Ind Syst Co Ltd; AAI; CAA; ISA; CAC; Inst Control, Robot & Syst (ICROS)Minist Knowledge Econ (MKE); KRC; SICE; IEEE; ACA; Korean Federat Sci & Technol Soc; Korea Natl Tourism Org; POSCO ICT; Samsung Heavy Ind Co Ltd; Hyundai Motor Co; Hyundai Heavy Ind Co Ltd; POSCO; Mando Corp; Hanwha Corp; Shinho Syst Co Ltd; LS Ind Syst Co Ltd; AAI; CAA; ISA; CAC; Inst Control, Robot & Syst (ICROS)	SOUTH KOREASOUTH KOREA	2	0	0	0	0	0	2					978-89-93215-03-8	WOS:000300490000049		
J	Bhalekar, Sachin; Daftardar-Gejji, Varsha				Bhalekar, Sachin/N-7445-2019; Bhalekar, S. B./D-7628-2011	Bhalekar, Sachin/0000-0003-1981-8171; Bhalekar, S. B./0000-0003-1981-8171			Synchronization of different fractional order chaotic systems using active control								COMMUNICATIONS IN NONLINEAR SCIENCE AND NUMERICAL SIMULATION				15	11			3536	3546		10.1016/j.cnsns.2009.12.016				NOV 2010	2010										162	19	0	0	3	0	166			1007-5704	1878-7274		WOS:000278723500035		
J	Sun, HongGuang; Chen, Wen; Li, Changpin; Chen, YangQuan				Chen, Wen/A-7797-2008; Sun, HongGuang/A-9385-2010; Heisenberg, X/K-9096-2015; Li, Changpin/G-6414-2011; Chen, YangQuan/A-2301-2008	Chen, Wen/0000-0001-5678-4949; Sun, HongGuang/0000-0002-5517-5057; Chen, YangQuan/0000-0002-7422-5988			Fractional differential models for anomalous diffusion								PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS				389	14			2719	2724		10.1016/j.physa.2010.02.030				JUL 15 2010	2010										80	3	0	0	2	0	82			0378-4371	1873-2119		WOS:000278190100004		
J	Kheirizad, Iraj; Tavazoei, Mohammad Saleh; Jalali, Ali Akbar				Jalali, Ali Akbar/T-5628-2018				Stability criteria for a class of fractional order systems								NONLINEAR DYNAMICS				61	1-2			153	161		10.1007/s11071-009-9638-1				JUL 2010	2010										15	1	0	0	0	0	15			0924-090X	1573-269X		WOS:000279478400013		
J	Sun, HongGuang; Chen, Wen; Sheng, Hu; Chen, YangQuan				Chen, YangQuan/A-2301-2008; Sun, HongGuang/A-9385-2010; Chen, Wen/A-7797-2008; Heisenberg, X/K-9096-2015	Chen, YangQuan/0000-0002-7422-5988; Sun, HongGuang/0000-0002-5517-5057; Chen, Wen/0000-0001-5678-4949; 			On mean square displacement behaviors of anomalous diffusions with variable and random orders								PHYSICS LETTERS A				374	7			906	910		10.1016/j.physleta.2009.12.021				FEB 1 2010	2010										57	2	0	0	0	0	59			0375-9601			WOS:000274710600002		
B	Sun, HongGuang; Song, XiaoNa; Chen, YangQuan			IEEE	Chen, YangQuan/A-2301-2008; Sun, HongGuang/A-9385-2010	Chen, YangQuan/0000-0002-7422-5988; Sun, HongGuang/0000-0002-5517-5057			A Class of Fractional Dynamic Systems with Fuzzy Order								2010 8TH WORLD CONGRESS ON INTELLIGENT CONTROL AND AUTOMATION (WCICA)								197	201						2010	2010						8th World Congress on Intelligent Control and Automation (WCICA)8th World Congress on Intelligent Control and Automation (WCICA)	JUL 06-09, 2010JUL 06-09, 2010	IEEEIEEE	Jinan, PEOPLES R CHINAJinan, PEOPLES R CHINA	11	1	0	0	0	0	11					978-1-4244-6712-9	WOS:000295959500038		
S	Song, Xiaona; Tejado, Ines; Chen, YangQuan			IEEE	Jara, Blas M B Vinagre/I-1843-2015; Chen, YangQuan/A-2301-2008; Tejado, Ines/H-5285-2015	Jara, Blas M B Vinagre/0000-0001-5039-0738; Chen, YangQuan/0000-0002-7422-5988; Tejado, Ines/0000-0001-5542-348X			Remote Stabilization for Fractional-Order Systems via Communication Networks								2010 AMERICAN CONTROL CONFERENCE		Proceedings of the American Control Conference						6698	6703						2010	2010						American Control ConferenceAmerican Control Conference	JUN 30-JUL 02, 2010JUN 30-JUL 02, 2010		Baltimore, MDBaltimore, MD	4	0	0	0	0	0	4			0743-1619		978-1-4244-7427-1	WOS:000287187907017		
J	Wei, Hui; Chen, Wen; Sun, Hongguang; Li, Xicheng				Chen, Wen/A-7797-2008; Heisenberg, X/K-9096-2015; Sun, HongGuang/A-9385-2010	Chen, Wen/0000-0001-5678-4949; Sun, HongGuang/0000-0002-5517-5057			A coupled method for inverse source problem of spatial fractional anomalous diffusion equations								INVERSE PROBLEMS IN SCIENCE AND ENGINEERING				18	7			945	956		10.1080/17415977.2010.492515				2010	2010										54	9	0	0	1	0	62			1741-5977	1741-5985		WOS:000285420200005		
J	Chen, Chang-Ming; Liu, F.; Anh, V.; Turner, I.				Liu, Fawang/G-3456-2010; Anh, Vo V/I-9590-2012; Turner, Ian/I-9653-2012; Chen, CM/G-3339-2010	Liu, Fawang/0000-0003-1034-2349; Anh, Vo V/0000-0003-2463-2099; Turner, Ian/0000-0003-2794-3968			NUMERICAL SCHEMES WITH HIGH SPATIAL ACCURACY FOR A VARIABLE-ORDER ANOMALOUS SUBDIFFUSION EQUATION								SIAM JOURNAL ON SCIENTIFIC COMPUTING				32	4			1740	1760		10.1137/090771715				2010	2010										155	3	1	0	0	0	157			1064-8275	1095-7197		WOS:000280771100003		
